date,value,source,parser
2026-05-14,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-05-15,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-05-29,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-15,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-16,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-17,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-18,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-20,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-21,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-22,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-23,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-24,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-25,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-27,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-28,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-29,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-06-30,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-01,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-02,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-04,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-05,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-06,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-07,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-08,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-09,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-11,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-12,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-13,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-14,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-21,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-22,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-23,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-25,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-26,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-27,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-28,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-29,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-07-30,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-01,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-02,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-03,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-04,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-05,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-06,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-08,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-09,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-10,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-11,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-12,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-13,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-15,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-16,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
2026-08-17,5.25,https://tradingeconomics.com/india/interest-rate,tiered:tiered_v1
