date,value,source,parser
2026-05-12,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-13,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-14,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-15,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-18,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-19,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-20,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-21,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-22,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-25,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-05-29,322144.23,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-01,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-02,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-03,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-04,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-05,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-08,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-09,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-11,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-12,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-15,310231.76,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-16,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-17,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-18,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-19,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-20,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-21,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-22,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-23,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-24,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
2026-06-25,313620.5,https://tradingeconomics.com/india/money-supply-m3,tiered:tiered_v1
