date,value,source,parser
2026-06-01,194000,google-news-rss,tiered:tiered_v1
2026-06-03,194000,google-news-rss,tiered:tiered_v1
2026-06-02,200000,google-news-rss,tiered:tiered_v1
2026-06-03,194000,google-news-rss,tiered:tiered_v1
2026-06-10,194000,google-news-rss,tiered:tiered_v1
2026-06-03,194000,google-news-rss,tiered:tiered_v1
2026-06-24,242000,google-news-rss,tiered:tiered_v1
2026-06-25,243000,google-news-rss,tiered:tiered_v1
2026-06-20,242000,google-news-rss,tiered:tiered_v1
2026-06-03,194000,google-news-rss,tiered:tiered_v1
2026-07-01,195000,google-news-rss,tiered:tiered_v1
2026-07-02,194000,google-news-rss,tiered:tiered_v1
2026-07-04,194000,google-news-rss,tiered:tiered_v1
2026-07-02,194000,google-news-rss,tiered:tiered_v1
